requestId,tag.requestType,tag.yourCustomId,linkedId,visitorId,visitorFound,timestamp,time,incognito,url,clientReferrer,ip,ipLocation.accuracyRadius,ipLocation.city.name,ipLocation.continent.code,ipLocation.continent.name,ipLocation.country.code,ipLocation.country.name,ipLocation.latitude,ipLocation.longitude,ipLocation.postalCode,ipLocation.subdivisions.0.isoCode,ipLocation.subdivisions.0.name,ipLocation.timezone,browserDetails.browserName,browserDetails.browserFullVersion,browserDetails.browserMajorVersion,browserDetails.os,browserDetails.osVersion,browserDetails.device,browserDetails.userAgent,confidence.score,firstSeenAt.global,firstSeenAt.subscription,lastSeenAt.global,lastSeenAt.subscription,userAgent,ipInfo.v4.address,ipInfo.v4.geolocation.accuracyRadius,ipInfo.v4.geolocation.latitude,ipInfo.v4.geolocation.longitude,ipInfo.v4.geolocation.postalCode,ipInfo.v4.geolocation.timezone,ipInfo.v4.geolocation.city.name,ipInfo.v4.geolocation.country.code,ipInfo.v4.geolocation.country.name,ipInfo.v4.geolocation.continent.code,ipInfo.v4.geolocation.continent.name,ipInfo.v4.geolocation.subdivisions.0.isoCode,ipInfo.v4.geolocation.subdivisions.0.name,ipInfo.asn.asn,ipInfo.asn.name,ipInfo.asn.network,ipInfo.dataCenter.result,ipInfo.dataCenter.name,bot.result,vpn.result,vpn.methods.timezoneMismatch,vpn.methods.publicVPN,vpn.methods.auxiliaryMobile,vpn.methods.osMismatch,vpn.methods.relay,tampering.result,tampering.anomalyScore,clonedApp.result,factoryReset.time,factoryReset.timestamp,jailbroken.result,frida.result,rootApps.result,privacySettings.result,virtualMachine.result,suspectScore.result,mitmAttack.result,emulator.result
1755160459211.X4WmSC,,,,Q24hUl1lUjc0FEL5M2Uq,true,1755160460830,2025-08-14T08:34:20.830Z,,http://localhost:5173/,http://localhost:5173/,95.70.145.178,10,Istanbul,AS,Asia,TR,Türkiye,41.0329,28.9529,34080,34,Istanbul,Europe/Istanbul,Chrome,138.0.0,138,Mac OS X,10.15.7,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",1,2025-05-08T10:33:01.864Z,,2025-08-14T08:31:06.006Z,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",,,,,,,,,,,,,,,,,,,notDetected,false,false,,false,false,,-1,,false,,,false,false,false,false,false,0,false,false
1755160459211.FKiX2s,,,accountNum12345,Q24hUl1lUjc0FEL5M2Uq,true,1755160460816,2025-08-14T08:34:20.816Z,,http://localhost:5173/,http://localhost:5173/,95.70.145.178,10,Istanbul,AS,Asia,TR,Türkiye,41.0329,28.9529,34080,34,Istanbul,Europe/Istanbul,Chrome,138.0.0,138,Mac OS X,10.15.7,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",1,2025-05-08T10:33:01.864Z,,2025-08-14T08:31:06.006Z,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",,,,,,,,,,,,,,,,,,,notDetected,false,false,,false,false,,-1,,false,,,false,false,false,false,false,0,false,false
1755160264018.ddMSR3,,,accountNum12345,Q24hUl1lUjc0FEL5M2Uq,true,1755160266006,2025-08-14T08:31:06.006Z,,http://localhost:5173/,http://localhost:5173/,95.70.145.178,10,Istanbul,AS,Asia,TR,Türkiye,41.0329,28.9529,34080,34,Istanbul,Europe/Istanbul,Chrome,138.0.0,138,Mac OS X,10.15.7,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",1,2025-05-08T10:33:01.864Z,,2025-08-14T08:31:05.978Z,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",,,,,,,,,,,,,,,,,,,notDetected,false,false,,false,false,,-1,,false,,,false,false,false,false,false,0,false,false
1755160264017.PX8zzc,,,,Q24hUl1lUjc0FEL5M2Uq,true,1755160265978,2025-08-14T08:31:05.978Z,,http://localhost:5173/,http://localhost:5173/,95.70.145.178,10,Istanbul,AS,Asia,TR,Türkiye,41.0329,28.9529,34080,34,Istanbul,Europe/Istanbul,Chrome,138.0.0,138,Mac OS X,10.15.7,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",1,2025-05-08T10:33:01.864Z,,2025-08-14T08:27:45.666Z,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",,,,,,,,,,,,,,,,,,,notDetected,false,false,,false,false,,-1,,false,,,false,false,false,false,false,0,false,false
1755160063602.5irPlg,,,accountNum12345,Q24hUl1lUjc0FEL5M2Uq,true,1755160065666,2025-08-14T08:27:45.666Z,,http://localhost:5173/,http://localhost:5173/,95.70.145.178,10,Istanbul,AS,Asia,TR,Türkiye,41.0329,28.9529,34080,34,Istanbul,Europe/Istanbul,Chrome,138.0.0,138,Mac OS X,10.15.7,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",1,2025-05-08T10:33:01.864Z,,2025-08-14T08:17:38.664Z,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",,,,,,,,,,,,,,,,,,,notDetected,false,false,,false,false,,-1,,false,,,false,false,false,false,false,0,false,false
1755160063603.smF9Qo,,,,Q24hUl1lUjc0FEL5M2Uq,true,1755160065654,2025-08-14T08:27:45.654Z,,http://localhost:5173/,http://localhost:5173/,95.70.145.178,10,Istanbul,AS,Asia,TR,Türkiye,41.0329,28.9529,34080,34,Istanbul,Europe/Istanbul,Chrome,138.0.0,138,Mac OS X,10.15.7,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",1,2025-05-08T10:33:01.864Z,,2025-08-14T08:17:38.664Z,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",,,,,,,,,,,,,,,,,,,notDetected,false,false,,false,false,,-1,,false,,,false,false,false,false,false,0,false,false
1755159456989.YwF7R6,,,,Q24hUl1lUjc0FEL5M2Uq,true,1755159458664,2025-08-14T08:17:38.664Z,,http://localhost:5173/,http://localhost:5173/,95.70.145.178,10,Istanbul,AS,Asia,TR,Türkiye,41.0329,28.9529,34080,34,Istanbul,Europe/Istanbul,Chrome,138.0.0,138,Mac OS X,10.15.7,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",1,2025-05-08T10:33:01.864Z,,2025-08-14T08:17:38.629Z,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",,,,,,,,,,,,,,,,,,,notDetected,false,false,,false,false,,-1,,false,,,false,false,false,false,false,0,false,false
1755159456988.jTO3oD,,,accountNum12345,Q24hUl1lUjc0FEL5M2Uq,true,1755159458629,2025-08-14T08:17:38.629Z,,http://localhost:5173/,http://localhost:5173/,95.70.145.178,10,Istanbul,AS,Asia,TR,Türkiye,41.0329,28.9529,34080,34,Istanbul,Europe/Istanbul,Chrome,138.0.0,138,Mac OS X,10.15.7,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",1,2025-05-08T10:33:01.864Z,,2025-08-14T07:55:25.319Z,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",,,,,,,,,,,,,,,,,,,notDetected,false,false,,false,false,,-1,,false,,,false,false,false,false,false,0,false,false
1755158125278.KARJBq,,,,Q24hUl1lUjc0FEL5M2Uq,true,1755158125319,2025-08-14T07:55:25.319Z,,http://localhost:5173/,http://localhost:5173/,95.70.145.178,10,Istanbul,AS,Asia,TR,Türkiye,41.0329,28.9529,34080,34,Istanbul,Europe/Istanbul,Chrome,138.0.0,138,Mac OS X,10.15.7,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",1,2025-05-08T10:33:01.864Z,,2025-08-14T07:51:51.552Z,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",,,,,,,,,,,,,,,,,,,notDetected,false,false,,false,false,,-1,,false,,,false,false,false,false,false,0,false,false
1755158125274.qKW26A,,,accountNum12345,Q24hUl1lUjc0FEL5M2Uq,true,1755158125318,2025-08-14T07:55:25.318Z,,http://localhost:5173/,http://localhost:5173/,95.70.145.178,10,Istanbul,AS,Asia,TR,Türkiye,41.0329,28.9529,34080,34,Istanbul,Europe/Istanbul,Chrome,138.0.0,138,Mac OS X,10.15.7,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",1,2025-05-08T10:33:01.864Z,,2025-08-14T07:51:51.552Z,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",,,,,,,,,,,,,,,,,,,notDetected,false,false,,false,false,,-1,,false,,,false,false,false,false,false,0,false,false
1755157909461.C1J9b7,,,accountNum12345,Q24hUl1lUjc0FEL5M2Uq,true,1755157911552,2025-08-14T07:51:51.552Z,,http://localhost:5173/,http://localhost:5173/,95.70.145.178,10,Istanbul,AS,Asia,TR,Türkiye,41.0329,28.9529,34080,34,Istanbul,Europe/Istanbul,Chrome,138.0.0,138,Mac OS X,10.15.7,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",1,2025-05-08T10:33:01.864Z,,2025-08-14T07:25:51.555Z,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",,,,,,,,,,,,,,,,,,,notDetected,false,false,,false,false,,-1,,false,,,false,false,false,false,false,0,false,false
1755157909460.S0NuCy,,,,Q24hUl1lUjc0FEL5M2Uq,true,1755157911550,2025-08-14T07:51:51.550Z,,http://localhost:5173/,http://localhost:5173/,95.70.145.178,10,Istanbul,AS,Asia,TR,Türkiye,41.0329,28.9529,34080,34,Istanbul,Europe/Istanbul,Chrome,138.0.0,138,Mac OS X,10.15.7,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",1,2025-05-08T10:33:01.864Z,,2025-08-14T07:25:51.555Z,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",,,,,,,,,,,,,,,,,,,notDetected,false,false,,false,false,,-1,,false,,,false,false,false,false,false,0,false,false
1755156351526.EES2yQ,,,accountNum12345,Q24hUl1lUjc0FEL5M2Uq,true,1755156351555,2025-08-14T07:25:51.555Z,,http://localhost:5173/,http://localhost:5173/,95.70.146.67,5,Istanbul,AS,Asia,TR,Türkiye,41.0329,28.9529,34080,34,Istanbul,Europe/Istanbul,Chrome,138.0.0,138,Mac OS X,10.15.7,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",1,2025-05-08T10:33:01.864Z,,2025-08-14T07:02:49.362Z,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",,,,,,,,,,,,,,,,,,,notDetected,false,false,,false,false,,-1,,false,,,false,false,false,false,false,0,false,false
1755156351526.JAAngT,,,,Q24hUl1lUjc0FEL5M2Uq,true,1755156351554,2025-08-14T07:25:51.554Z,,http://localhost:5173/,http://localhost:5173/,95.70.146.67,5,Istanbul,AS,Asia,TR,Türkiye,41.0329,28.9529,34080,34,Istanbul,Europe/Istanbul,Chrome,138.0.0,138,Mac OS X,10.15.7,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",1,2025-05-08T10:33:01.864Z,,2025-08-14T07:02:49.362Z,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",,,,,,,,,,,,,,,,,,,notDetected,false,false,,false,false,,-1,,false,,,false,false,false,false,false,0,false,false
1755154969334.tjtcfN,,,,Q24hUl1lUjc0FEL5M2Uq,true,1755154969362,2025-08-14T07:02:49.362Z,,http://localhost:5173/,http://localhost:5173/,95.70.146.67,5,Istanbul,AS,Asia,TR,Türkiye,41.0329,28.9529,34080,34,Istanbul,Europe/Istanbul,Chrome,138.0.0,138,Mac OS X,10.15.7,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",1,2025-05-08T10:33:01.864Z,,2025-08-14T06:24:20.011Z,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",,,,,,,,,,,,,,,,,,,notDetected,false,false,,false,false,,-1,,false,,,false,false,false,false,false,0,false,false
1755154969336.8L0jD5,,,accountNum12345,Q24hUl1lUjc0FEL5M2Uq,true,1755154969362,2025-08-14T07:02:49.362Z,,http://localhost:5173/,http://localhost:5173/,95.70.146.67,5,Istanbul,AS,Asia,TR,Türkiye,41.0329,28.9529,34080,34,Istanbul,Europe/Istanbul,Chrome,138.0.0,138,Mac OS X,10.15.7,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",1,2025-05-08T10:33:01.864Z,,2025-08-14T06:24:20.011Z,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",,,,,,,,,,,,,,,,,,,notDetected,false,false,,false,false,,-1,,false,,,false,false,false,false,false,0,false,false
1755153568774.z3sCYO,,,,vDhjx620OLom6z9QQIR5,,1755153568857,2025-08-14T06:39:28.857Z,,http://localhost:5173/,http://localhost:5173/,95.70.146.67,5,Istanbul,AS,Asia,TR,Türkiye,41.0329,28.9529,34080,34,Istanbul,Europe/Istanbul,Safari,18.3,18,Mac OS X,10.15.7,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",1,2025-07-25T16:07:13.350Z,,2025-08-13T13:26:29.264Z,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",,,,,,,,,,,,,,,,,,,notDetected,false,false,,false,false,,-1,,false,,,false,false,false,false,false,0,false,false
1755153568774.ktb9rO,,,accountNum12345,vDhjx620OLom6z9QQIR5,,1755153568853,2025-08-14T06:39:28.853Z,,http://localhost:5173/,http://localhost:5173/,95.70.146.67,5,Istanbul,AS,Asia,TR,Türkiye,41.0329,28.9529,34080,34,Istanbul,Europe/Istanbul,Safari,18.3,18,Mac OS X,10.15.7,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",1,2025-07-25T16:07:13.350Z,,2025-08-13T13:26:29.264Z,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",,,,,,,,,,,,,,,,,,,notDetected,false,false,,false,false,,-1,,false,,,false,false,false,false,false,0,false,false
1755152610165.7reG4A,,,accountNum12345,Q24hUl1lUjc0FEL5M2Uq,true,1755152610192,2025-08-14T06:23:30.192Z,,http://localhost:5173/,http://localhost:5173/,95.70.146.67,5,Istanbul,AS,Asia,TR,Türkiye,41.0329,28.9529,34080,34,Istanbul,Europe/Istanbul,Chrome,138.0.0,138,Mac OS X,10.15.7,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",1,2025-05-08T10:33:01.864Z,,2025-08-14T06:20:27.061Z,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",,,,,,,,,,,,,,,,,,,notDetected,false,false,,false,false,,-1,,false,,,false,false,false,false,false,0,false,false
1755152610164.vGQrUD,,,,Q24hUl1lUjc0FEL5M2Uq,true,1755152610191,2025-08-14T06:23:30.191Z,,http://localhost:5173/,http://localhost:5173/,95.70.146.67,5,Istanbul,AS,Asia,TR,Türkiye,41.0329,28.9529,34080,34,Istanbul,Europe/Istanbul,Chrome,138.0.0,138,Mac OS X,10.15.7,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",1,2025-05-08T10:33:01.864Z,,2025-08-14T06:20:27.061Z,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",,,,,,,,,,,,,,,,,,,notDetected,false,false,,false,false,,-1,,false,,,false,false,false,false,false,0,false,false
1755152427042.CMan2P,,,,Q24hUl1lUjc0FEL5M2Uq,true,1755152427061,2025-08-14T06:20:27.061Z,,http://localhost:5173/,http://localhost:5173/,95.70.146.67,5,Istanbul,AS,Asia,TR,Türkiye,41.0329,28.9529,34080,34,Istanbul,Europe/Istanbul,Chrome,138.0.0,138,Mac OS X,10.15.7,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",1,2025-05-08T10:33:01.864Z,,2025-08-14T06:20:26.356Z,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",,,,,,,,,,,,,,,,,,,notDetected,false,false,,false,false,,-1,,false,,,false,false,false,false,false,0,false,false
1755152426328.P3Cx7J,,,accountNum12345,Q24hUl1lUjc0FEL5M2Uq,true,1755152426356,2025-08-14T06:20:26.356Z,,http://localhost:5173/,http://localhost:5173/,95.70.146.67,5,Istanbul,AS,Asia,TR,Türkiye,41.0329,28.9529,34080,34,Istanbul,Europe/Istanbul,Chrome,138.0.0,138,Mac OS X,10.15.7,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",1,2025-05-08T10:33:01.864Z,,2025-08-14T06:19:35.843Z,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",,,,,,,,,,,,,,,,,,,notDetected,false,false,,false,false,,-1,,false,,,false,false,false,false,false,0,false,false
1755152375733.NRu0jd,,,,Q24hUl1lUjc0FEL5M2Uq,true,1755152375843,2025-08-14T06:19:35.843Z,,http://localhost:5173/,http://localhost:5173/,95.70.146.67,5,Istanbul,AS,Asia,TR,Türkiye,41.0329,28.9529,34080,34,Istanbul,Europe/Istanbul,Chrome,138.0.0,138,Mac OS X,10.15.7,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",1,2025-05-08T10:33:01.864Z,,2025-08-14T06:19:05.195Z,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",,,,,,,,,,,,,,,,,,,notDetected,false,false,,false,false,,-1,,false,,,false,false,false,false,false,0,false,false
1755152345169.97swWn,,,,Q24hUl1lUjc0FEL5M2Uq,,1755152345195,2025-08-14T06:19:05.195Z,,http://localhost:5173/,http://localhost:5173/,95.70.146.67,5,Istanbul,AS,Asia,TR,Türkiye,41.0329,28.9529,34080,34,Istanbul,Europe/Istanbul,Chrome,138.0.0,138,Mac OS X,10.15.7,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",1,2025-05-08T10:33:01.864Z,,2025-08-14T06:18:00.161Z,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",,,,,,,,,,,,,,,,,,,notDetected,false,false,,false,false,,-1,,false,,,false,false,false,false,false,0,false,false
